year,ISO3,ADM0_FR,ADM0_PCODE,ADM1_FR,ADM1_PCODE,ADM2_FR,ADM2_PCODE,ADM3_FR,ADM3_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2023,RWA,Rwanda,RW,Eastern Province,RW5,Gatsibo,RW53,Kiramuruzi,RW5306,21337,19705,41042,2549,2593,2429,2426,2140,1428,1397,1540,1406,967,616,542,447,414,249,112,82,2747,2681,2402,2432,2126,1533,1369,1231,1001,644,418,372,282,210,152,70,35,5296,5274,4831,4858,4266,2961,2766,2771,2407,1611,1034,914,729,624,401,182,117
2023,RWA,Rwanda,RW,Eastern Province,RW5,Gatsibo,RW53,Kiziguro,RW5307,20800,19327,40127,2596,2560,2365,2433,1839,1421,1284,1563,1266,962,589,550,470,454,225,123,100,2587,2636,2476,2482,1928,1348,1222,1343,972,649,440,380,311,265,175,70,43,5183,5196,4841,4915,3767,2769,2506,2906,2238,1611,1029,930,781,719,400,193,143
2023,RWA,Rwanda,RW,Eastern Province,RW5,Gatsibo,RW53,Muhura,RW5308,18800,17678,36478,2146,2615,2708,1943,1560,1188,1226,1454,1084,759,547,507,337,319,204,108,95,2160,2639,2714,2025,1463,1192,1113,1193,956,594,400,426,335,210,147,61,50,4306,5254,5422,3968,3023,2380,2339,2647,2040,1353,947,933,672,529,351,169,145
2023,RWA,Rwanda,RW,Eastern Province,RW5,Gatsibo,RW53,Murambi,RW5309,21718,19677,41395,2845,3026,2723,2258,1828,1469,1471,1614,1341,987,630,491,405,280,187,100,63,2780,2861,2677,2293,1772,1379,1282,1234,1004,728,475,412,316,218,153,54,39,5625,5887,5400,4551,3600,2848,2753,2848,2345,1715,1105,903,721,498,340,154,102
2023,RWA,Rwanda,RW,Eastern Province,RW5,Gatsibo,RW53,Ngarama,RW5310,22303,20758,43061,2837,3036,2847,2371,1748,1616,1719,1762,1334,934,588,543,359,334,153,67,55,2884,3000,2750,2323,1726,1402,1507,1599,1162,778,485,409,344,214,119,34,22,5721,6036,5597,4694,3474,3018,3226,3361,2496,1712,1073,952,703,548,272,101,77
2023,RWA,Rwanda,RW,Eastern Province,RW5,Gatsibo,RW53,Nyagihanga,RW5311,12741,11981,24722,1398,1667,1692,1441,1024,906,769,984,766,560,411,385,280,207,130,73,48,1437,1589,1704,1465,1053,814,654,807,657,464,380,345,265,181,95,49,22,2835,3256,3396,2906,2077,1720,1423,1791,1423,1024,791,730,545,388,225,122,70
2023,RWA,Rwanda,RW,Eastern Province,RW5,Gatsibo,RW53,Remera,RW5312,15776,14683,30459,1957,2157,2000,1528,1286,1152,1028,1125,978,717,461,446,328,297,164,81,71,1986,2150,2133,1577,1344,1029,923,1071,681,508,310,327,255,184,119,48,38,3943,4307,4133,3105,2630,2181,1951,2196,1659,1225,771,773,583,481,283,129,109
2023,RWA,Rwanda,RW,Eastern Province,RW5,Gatsibo,RW53,Rugarama,RW5313,28600,27375,55975,3665,3631,3440,3153,2497,1979,1958,2172,1709,1261,935,684,589,444,257,134,92,3638,3890,3832,3255,2455,1893,1669,1944,1344,1015,677,584,474,357,223,75,50,7303,7521,7272,6408,4952,3872,3627,4116,3053,2276,1612,1268,1063,801,480,209,142
2023,RWA,Rwanda,RW,Eastern Province,RW5,Gatsibo,RW53,Rwimbogo,RW5314,40983,39708,80691,5365,5710,5141,4260,3451,2772,2776,3044,2529,1862,1190,928,762,529,353,192,119,5605,5773,5404,4626,3574,2786,2585,2493,2023,1470,957,830,639,444,312,108,79,10970,11483,10545,8886,7025,5558,5361,5537,4552,3332,2147,1758,1401,973,665,300,198
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kayonza,RW54,Gahini,RW5401,22998,22477,45475,2996,2958,2958,2426,2081,1529,1610,1677,1389,947,583,494,476,432,221,132,89,3146,3094,3165,2586,2056,1566,1515,1576,1124,742,497,412,349,308,199,88,54,6142,6052,6123,5012,4137,3095,3125,3253,2513,1689,1080,906,825,740,420,220,143
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kayonza,RW54,Kabare,RW5402,21509,20441,41950,2727,2858,2852,2135,1890,1526,1587,1625,1259,894,631,535,404,298,147,81,60,2699,3010,3058,2335,1743,1448,1331,1341,924,702,507,472,358,275,150,56,32,5426,5868,5910,4470,3633,2974,2918,2966,2183,1596,1138,1007,762,573,297,137,92
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kayonza,RW54,Kabarondo,RW5403,22697,22026,44723,2886,2782,2720,2473,2248,1580,1806,1771,1253,873,565,533,466,354,205,107,75,3017,2923,2842,2488,2145,1674,1670,1691,1142,722,445,455,332,248,148,47,37,5903,5705,5562,4961,4393,3254,3476,3462,2395,1595,1010,988,798,602,353,154,112
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kayonza,RW54,Mukarange,RW5404,44085,42164,86249,5880,5440,4696,4853,4606,3532,3406,3295,2295,1675,957,939,784,777,516,272,162,5958,5181,4633,4672,4603,3552,3844,3549,2089,1236,756,628,552,464,239,132,76,11838,10621,9329,9525,9209,7084,7250,6844,4384,2911,1713,1567,1336,1241,755,404,238
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kayonza,RW54,Murama,RW5405,13287,12653,25940,1675,1753,1691,1310,1197,952,1022,995,779,576,367,290,225,219,128,53,55,1768,1865,1701,1395,1094,836,865,910,623,460,327,271,203,170,104,39,22,3443,3618,3392,2705,2291,1788,1887,1905,1402,1036,694,561,428,389,232,92,77
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kayonza,RW54,Murundi,RW5406,34335,34324,68659,4720,4737,4356,3584,2788,2268,2498,2702,1934,1354,955,773,625,572,248,111,110,5060,4977,4602,3775,2928,2263,2150,2362,1837,1144,849,722,666,574,213,120,82,9780,9714,8958,7359,5716,4531,4648,5064,3771,2498,1804,1495,1291,1146,461,231,192
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kayonza,RW54,Mwiri,RW5407,23301,23070,46371,3141,3284,3171,2358,1835,1543,1740,1650,1426,936,636,450,393,347,221,93,77,3269,3394,3364,2513,1837,1415,1590,1486,1164,881,582,470,365,396,227,65,52,6410,6678,6535,4871,3672,2958,3330,3136,2590,1817,1218,920,758,743,448,158,129
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kayonza,RW54,Ndego,RW5408,18937,18578,37515,2399,2759,2489,2019,1594,1255,1363,1332,1074,864,555,490,316,209,115,64,40,2495,2731,2643,2102,1537,1218,1182,1142,894,694,577,493,433,259,115,38,25,4894,5490,5132,4121,3131,2473,2545,2474,1968,1558,1132,983,749,468,230,102,65
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kayonza,RW54,Nyamirama,RW5409,23133,21558,44691,3023,3027,2734,2350,1862,1541,1576,1951,1379,1096,685,529,493,415,238,153,81,3007,3181,2902,2556,1736,1451,1353,1569,1040,821,514,465,357,293,177,87,49,6030,6208,5636,4906,3598,2992,2929,3520,2419,1917,1199,994,850,708,415,240,130
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kayonza,RW54,Rukara,RW5410,19714,18634,38348,2348,2661,2378,2129,1775,1202,1344,1477,1179,857,558,487,453,426,216,128,96,2509,2622,2604,2308,1667,1110,1116,1282,996,722,384,373,365,288,177,64,47,4857,5283,4982,4437,3442,2312,2460,2759,2175,1579,942,860,818,714,393,192,143
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kayonza,RW54,Ruramira,RW5411,12151,11093,23244,1599,1586,1312,1087,1043,804,993,940,715,569,356,361,310,213,133,82,48,1623,1703,1346,1209,901,764,864,783,479,406,253,237,214,155,92,42,22,3222,3289,2658,2296,1944,1568,1857,1723,1194,975,609,598,524,368,225,124,70
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kayonza,RW54,Rwinkwavu,RW5412,21151,20892,42043,2703,2683,2682,2283,1894,1458,1596,1734,1220,819,576,524,410,310,129,73,57,2879,2852,2915,2349,1954,1481,1451,1484,1022,733,471,456,359,279,131,46,30,5582,5535,5597,4632,3848,2939,3047,3218,2242,1552,1047,980,769,589,260,119,87
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kirehe,RW55,Gahara,RW5501,24973,23109,48082,3321,3448,3007,2387,2122,1880,1861,1764,1320,1020,778,680,578,429,219,96,63,3336,3468,3105,2507,2040,1697,1481,1553,1124,657,566,516,477,325,156,59,42,6657,6916,6112,4894,4162,3577,3342,3317,2444,1677,1344,1196,1055,754,375,155,105
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kirehe,RW55,Gatore,RW5502,17546,16389,33935,2220,2361,2075,1773,1623,1307,1247,1325,920,714,466,440,429,361,154,78,53,2295,2380,2082,1791,1412,1155,1058,1305,866,542,354,335,296,294,134,53,37,4515,4741,4157,3564,3035,2462,2305,2630,1786,1256,820,775,725,655,288,131,90
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kirehe,RW55,Kigarama,RW5503,21121,20114,41235,2656,2904,2665,2065,1904,1622,1442,1436,1186,959,660,513,422,371,159,87,70,2786,2867,2791,2191,1892,1373,1244,1389,990,712,478,460,361,341,140,60,39,5442,5771,5456,4256,3796,2995,2686,2825,2176,1671,1138,973,783,712,299,147,109
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kirehe,RW55,Kigina,RW5504,20447,20358,40805,2605,2671,2440,2186,1929,1494,1450,1555,1125,865,571,502,346,365,188,89,66,2710,2724,2619,2433,2012,1465,1314,1612,987,720,462,410,358,253,145,84,50,5315,5395,5059,4619,3941,2959,2764,3167,2112,1585,1033,912,704,618,333,173,116
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kirehe,RW55,Kirehe,RW5505,16251,15595,31846,1880,2000,2022,1757,1580,1185,1192,1253,865,678,490,400,373,266,157,85,68,1945,2028,2078,1936,1566,1136,1037,1089,806,496,358,302,280,259,176,64,39,3825,4028,4100,3693,3146,2321,2229,2342,1671,1174,848,702,653,525,333,149,107
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kirehe,RW55,Mahama,RW5506,20301,19673,39974,2598,2786,2643,2135,1686,1480,1409,1433,1187,911,609,539,365,285,133,57,45,2806,2795,2818,2103,1746,1323,1261,1280,936,707,512,533,347,312,122,49,23,5404,5581,5461,4238,3432,2803,2670,2713,2123,1618,1121,1072,712,597,255,106,68
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kirehe,RW55,Mpanga,RW5507,21239,20341,41580,2812,2910,2671,2185,1893,1640,1353,1493,1160,996,633,560,360,281,145,80,67,2720,3027,2764,2317,2039,1555,1286,1290,854,703,518,431,356,239,142,68,32,5532,5937,5435,4502,3932,3195,2639,2783,2014,1699,1151,991,716,520,287,148,99
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kirehe,RW55,Musaza,RW5508,16756,15763,32519,2060,2274,2154,1700,1558,1290,1154,1235,915,645,483,399,356,297,111,73,52,2056,2161,2130,1705,1600,1101,1080,1155,820,542,396,339,237,266,105,47,23,4116,4435,4284,3405,3158,2391,2234,2390,1735,1187,879,738,593,563,216,120,75
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kirehe,RW55,Mushikiri,RW5509,21237,20396,41633,2575,2808,2528,2289,1994,1615,1510,1537,1298,941,584,458,446,342,160,87,65,2799,2866,2587,2402,1966,1481,1312,1429,1049,730,508,406,338,283,150,50,40,5374,5674,5115,4691,3960,3096,2822,2966,2347,1671,1092,864,784,625,310,137,105
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kirehe,RW55,Nasho,RW5510,16987,16021,33008,2091,2359,2353,1823,1486,1206,1211,1195,906,731,499,423,287,195,124,58,40,2143,2338,2342,1864,1425,1064,1067,996,783,543,448,354,291,211,79,47,26,4234,4697,4695,3687,2911,2270,2278,2191,1689,1274,947,777,578,406,203,105,66
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kirehe,RW55,Nyamugari,RW5511,27401,26217,53618,3494,3700,3591,2814,2288,1892,1893,1978,1541,1113,812,760,600,469,227,125,104,3646,3674,3644,3001,2263,1773,1605,1830,1310,997,688,533,573,359,193,86,42,7140,7374,7235,5815,4551,3665,3498,3808,2851,2110,1500,1293,1173,828,420,211,146
2023,RWA,Rwanda,RW,Eastern Province,RW5,Kirehe,RW55,Nyarubuye,RW5512,16901,16142,33043,2110,2311,1938,1764,1597,1132,1137,1280,1061,705,485,449,334,320,130,85,63,2290,2314,1972,2099,1374,1039,988,1153,809,685,405,345,259,175,155,51,29,4400,4625,3910,3863,2971,2171,2125,2433,1870,1390,890,794,593,495,285,136,92
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Gashanda,RW5601,11564,10622,22186,1541,1433,1309,1045,1037,928,800,892,681,567,365,285,239,216,138,56,32,1573,1448,1314,1137,972,738,734,798,548,396,264,200,189,182,70,39,20,3114,2881,2623,2182,2009,1666,1534,1690,1229,963,629,485,428,398,208,95,52
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Jarama,RW5602,14675,13514,28189,2062,2044,1736,1316,1223,1185,1110,907,784,619,502,419,287,258,129,63,31,2146,2066,1776,1304,1163,976,981,821,553,372,353,340,268,207,108,53,27,4208,4110,3512,2620,2386,2161,2091,1728,1337,991,855,759,555,465,237,116,58
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Karembo,RW5603,9833,9133,18966,1303,1246,1097,938,894,705,763,738,600,449,271,259,213,185,82,58,32,1374,1265,1111,963,806,603,635,675,472,331,236,232,149,159,72,31,19,2677,2511,2208,1901,1700,1308,1398,1413,1072,780,507,491,362,344,154,89,51
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Kazo,RW5604,19152,18483,37635,2399,2353,2087,1941,1756,1535,1474,1452,1061,799,579,499,443,381,194,120,79,2589,2464,2157,2080,1669,1237,1309,1420,909,665,457,454,451,348,157,74,43,4988,4817,4244,4021,3425,2772,2783,2872,1970,1464,1036,953,894,729,351,194,122
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Kibungo,RW5605,14631,16678,31309,1622,1590,1688,1752,1619,1211,1160,1162,815,559,324,318,249,268,148,90,56,1669,1795,1729,1795,1762,1415,1323,1479,1115,754,512,450,323,271,190,60,36,3291,3385,3417,3547,3381,2626,2483,2641,1930,1313,836,768,572,539,338,150,92
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Mugesera,RW5606,16574,15068,31642,2120,2212,1973,1520,1256,1135,1292,1322,1056,729,485,434,371,273,229,109,58,2126,2350,1926,1497,1185,943,1113,1127,783,542,413,307,266,225,175,56,34,4246,4562,3899,3017,2441,2078,2405,2449,1839,1271,898,741,637,498,404,165,92
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Murama,RW5607,14247,13148,27395,1692,1772,1571,1362,1341,1067,1047,1132,799,629,437,392,363,301,170,110,62,1723,1833,1579,1453,1273,920,944,884,682,479,321,309,291,244,139,49,25,3415,3605,3150,2815,2614,1987,1991,2016,1481,1108,758,701,654,545,309,159,87
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Mutenderi,RW5608,14459,13492,27951,1848,1835,1676,1450,1327,1059,1006,1060,913,661,418,384,277,264,146,90,45,1827,1914,1670,1436,1183,993,893,876,784,562,357,296,273,229,133,39,27,3675,3749,3346,2886,2510,2052,1899,1936,1697,1223,775,680,550,493,279,129,72
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Remera,RW5609,21188,20137,41325,2838,2733,2428,2175,1898,1539,1651,1767,1206,771,542,495,398,332,227,116,72,2987,2846,2542,2242,1852,1422,1408,1480,1038,740,403,339,323,267,143,60,45,5825,5579,4970,4417,3750,2961,3059,3247,2244,1511,945,834,721,599,370,176,117
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Rukira,RW5610,16669,15637,32306,2054,2028,1762,1848,1592,1214,1199,1247,1007,733,505,430,339,349,187,112,63,2087,2068,1827,2000,1508,1066,1028,1098,832,589,373,337,284,224,194,80,42,4141,4096,3589,3848,3100,2280,2227,2345,1839,1322,878,767,623,573,381,192,105
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Rukumberi,RW5611,23294,21577,44871,3508,3092,2376,2180,2053,1694,1784,1632,1298,1047,780,624,518,311,223,97,77,3683,3172,2508,2224,1847,1350,1560,1220,1049,782,587,512,461,280,208,78,56,7191,6264,4884,4404,3900,3044,3344,2852,2347,1829,1367,1136,979,591,431,175,133
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Rurenge,RW5612,22679,21070,43749,3060,3051,2520,2251,1946,1630,1667,1721,1408,999,634,552,408,390,218,132,92,3202,3167,2613,2221,1788,1422,1412,1558,1093,759,455,471,350,266,180,74,39,6262,6218,5133,4472,3734,3052,3079,3279,2501,1758,1089,1023,758,656,398,206,131
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Sake,RW5613,16325,14967,31292,2244,2143,1883,1575,1415,1211,1159,1121,953,696,578,430,310,291,165,85,66,2331,2215,2000,1631,1253,950,1011,888,695,512,394,346,297,226,132,50,36,4575,4358,3883,3206,2668,2161,2170,2009,1648,1208,972,776,607,517,297,135,102
2023,RWA,Rwanda,RW,Eastern Province,RW5,Ngoma,RW56,Zaza,RW5614,15514,14682,30196,2021,1977,1658,1418,1350,1131,1205,1221,857,682,514,439,370,310,186,100,75,2243,2044,1886,1473,1256,866,998,1010,734,609,371,369,307,256,171,55,34,4264,4021,3544,2891,2606,1997,2203,2231,1591,1291,885,808,677,566,357,155,109
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Gatunda,RW5201,18485,17491,35976,2126,2336,2435,1942,1542,1409,1287,1542,1132,897,542,455,332,271,125,66,46,2241,2333,2473,2200,1507,1333,1152,1312,901,592,435,385,277,200,91,38,21,4367,4669,4908,4142,3049,2742,2439,2854,2033,1489,977,840,609,471,216,104,67
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Karama,RW5202,17629,16246,33875,1931,2327,2392,2059,1387,1156,1129,1394,1146,843,563,421,328,287,120,93,53,2017,2229,2372,2100,1433,1047,880,1112,897,647,488,366,262,204,121,48,23,3948,4556,4764,4159,2820,2203,2009,2506,2043,1490,1051,787,590,491,241,141,76
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Karangazi,RW5203,74136,76540,150676,10885,9859,9729,7963,6385,5294,5174,5304,3785,2572,1864,1600,1340,1161,680,308,233,11182,10276,9961,8711,6457,5276,4911,5460,4130,2965,1947,1725,1507,1037,618,227,150,22067,20135,19690,16674,12842,10570,10085,10764,7915,5537,3811,3325,2847,2198,1298,535,383
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Katabagemu,RW5204,24818,23732,48550,3118,3574,3501,2906,2037,1691,1587,1821,1428,1145,673,513,343,259,128,46,48,3234,3501,3549,2883,2214,1641,1370,1449,1070,936,664,506,342,204,116,30,23,6352,7075,7050,5789,4251,3332,2957,3270,2498,2081,1337,1019,685,463,244,76,71
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Kiyombe,RW5205,8374,7609,15983,765,1083,1252,968,706,505,484,634,519,425,262,212,174,191,89,56,49,738,1062,1168,989,672,537,400,521,397,293,231,189,159,122,69,37,25,1503,2145,2420,1957,1378,1042,884,1155,916,718,493,401,333,313,158,93,74
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Matimba,RW5206,19462,19606,39068,2557,2453,2799,2140,1756,1324,1336,1425,975,764,494,370,406,328,188,84,63,2550,2576,2714,2431,1938,1458,1290,1335,921,668,479,344,357,265,186,59,35,5107,5029,5513,4571,3694,2782,2626,2760,1896,1432,973,714,763,593,374,143,98
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Mimuri,RW5207,15462,14465,29927,1890,1991,1995,1659,1381,1172,1121,1260,965,662,405,373,255,164,90,43,36,1949,2006,1946,1537,1322,1153,1049,1037,793,583,372,277,230,106,64,29,12,3839,3997,3941,3196,2703,2325,2170,2297,1758,1245,777,650,485,270,154,72,48
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Mukama,RW5208,12163,11564,23727,1333,1572,1649,1346,981,902,844,993,739,540,370,283,237,187,106,50,31,1341,1621,1737,1339,997,819,715,819,662,424,314,264,227,130,100,37,18,2674,3193,3386,2685,1978,1721,1559,1812,1401,964,684,547,464,317,206,87,49
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Musheri,RW5209,33836,33289,67125,4618,4913,4857,3758,2715,2117,2256,2521,1871,1315,859,645,570,398,199,116,108,4674,5132,5032,3973,2808,2211,1917,2076,1657,1198,792,666,464,369,187,76,57,9292,10045,9889,7731,5523,4328,4173,4597,3528,2513,1651,1311,1034,767,386,192,165
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Nyagatare,RW5210,66210,68897,135107,8949,8602,8443,7274,6793,5292,4835,5127,3477,2319,1494,1074,874,764,454,246,193,9280,8508,8490,7978,7030,6010,5095,5261,3795,2479,1511,1186,960,698,324,166,126,18229,17110,16933,15252,13823,11302,9930,10388,7272,4798,3005,2260,1834,1462,778,412,319
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Rukomo,RW5211,26436,25614,52050,3332,3607,3385,2646,2291,2105,2098,2119,1378,1101,678,614,458,334,149,87,54,3482,3691,3375,2869,2281,2077,1865,2013,1209,924,513,459,371,280,129,49,27,6814,7298,6760,5515,4572,4182,3963,4132,2587,2025,1191,1073,829,614,278,136,81
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Rwempasha,RW5212,16818,17746,34564,2146,2225,2232,1931,1507,1059,1040,1330,956,587,460,374,313,329,143,91,95,2172,2386,2491,2231,1696,1093,1120,1257,885,675,464,372,330,300,161,61,52,4318,4611,4723,4162,3203,2152,2160,2587,1841,1262,924,746,643,629,304,152,147
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Rwimiyaga,RW5213,95679,98669,194348,14304,13844,12781,9506,8066,6921,6938,7487,5185,3471,2310,1754,1417,804,432,226,233,15065,14392,13636,10887,8438,7045,6549,6705,5006,3602,2471,1635,1359,972,518,250,139,29369,28236,26417,20393,16504,13966,13487,14192,10191,7073,4781,3389,2776,1776,950,476,372
2023,RWA,Rwanda,RW,Eastern Province,RW5,Nyagatare,RW52,Tabagwe,RW5214,28538,27540,56078,3649,3773,3917,3219,2410,1933,1824,2081,1664,1187,849,616,506,452,239,116,103,3656,3916,4176,3336,2422,1797,1581,1842,1365,940,646,556,533,401,218,102,53,7305,7689,8093,6555,4832,3730,3405,3923,3029,2127,1495,1172,1039,853,457,218,156
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Fumbwe,RW5101,16225,15510,31735,2287,2098,1715,1761,1513,1062,1148,1168,988,711,490,408,267,252,192,92,73,2371,2186,1761,1853,1451,1057,1120,1035,777,595,380,300,274,133,134,48,35,4658,4284,3476,3614,2964,2119,2268,2203,1765,1306,870,708,541,385,326,140,108
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Gahengeri,RW5102,17494,16988,34482,2430,2243,1862,1726,1568,1208,1294,1344,1128,828,511,392,319,307,165,99,70,2490,2324,2034,1946,1667,1263,1241,1228,819,650,391,323,242,159,125,53,33,4920,4567,3896,3672,3235,2471,2535,2572,1947,1478,902,715,561,466,290,152,103
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Gishali,RW5103,16774,15944,32718,2242,2110,1688,1543,1453,1217,1229,1300,1112,786,525,412,429,326,206,117,79,2259,2105,1755,1800,1508,1303,1277,1196,823,602,366,286,269,189,128,50,28,4501,4215,3443,3343,2961,2520,2506,2496,1935,1388,891,698,698,515,334,167,107
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Karenge,RW5104,12897,12620,25517,1472,1545,1519,1342,1132,1054,1101,1125,667,365,292,407,428,232,113,64,39,1394,1580,1511,1430,1106,1026,1078,1045,681,416,293,312,353,233,106,34,22,2866,3125,3030,2772,2238,2080,2179,2170,1348,781,585,719,781,465,219,98,61
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Kigabiro,RW5105,20455,20638,41093,2406,2242,2255,2426,2303,1771,1536,1509,1166,806,489,432,383,317,198,135,81,2561,2312,2181,2461,2514,2032,1865,1599,1068,714,370,352,236,192,95,57,29,4967,4554,4436,4887,4817,3803,3401,3108,2234,1520,859,784,619,509,293,192,110
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Muhazi,RW5106,13142,17366,30508,1583,1513,1342,1387,1286,992,910,1051,825,653,376,339,284,292,160,99,50,1640,1574,1414,1481,1643,1261,1231,1484,1544,1245,844,733,569,349,234,77,43,3223,3087,2756,2868,2929,2253,2141,2535,2369,1898,1220,1072,853,641,394,176,93
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Munyaga,RW5107,11672,10196,21868,1527,1421,1158,1083,1009,830,770,984,695,620,378,340,315,260,153,78,51,1481,1353,1219,1228,914,722,782,674,534,358,242,216,185,159,71,37,21,3008,2774,2377,2311,1923,1552,1552,1658,1229,978,620,556,500,419,224,115,72
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Munyiginya,RW5108,12642,11476,24118,1677,1652,1484,1229,1010,799,869,953,835,621,391,322,291,240,153,74,42,1712,1651,1458,1271,1059,752,725,838,616,432,236,257,199,140,74,31,25,3389,3303,2942,2500,2069,1551,1594,1791,1451,1053,627,579,490,380,227,105,67
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Musha,RW5109,15467,14531,29998,2163,2037,1740,1434,1365,1119,1038,1141,959,738,518,365,290,234,177,85,64,2233,1964,1655,1577,1413,1097,1125,965,738,519,371,307,247,136,114,44,26,4396,4001,3395,3011,2778,2216,2163,2106,1697,1257,889,672,537,370,291,129,90
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Muyumbu,RW5110,17215,17322,34537,2188,2048,1909,1817,1630,1383,1449,1467,922,628,396,396,325,344,168,86,59,2208,2069,2017,1898,1742,1468,1538,1452,948,588,374,327,260,234,108,66,25,4396,4117,3926,3715,3372,2851,2987,2919,1870,1216,770,723,585,578,276,152,84
2023,RWA,Rwanda,RW,Eastern Province,RW5,Rwamagana,RW51,Mwulire,RW5111,17498,16454,33952,2347,2181,1968,1731,1512,1207,1277,1411,1080,823,529,425,373,303,166,91,74,2358,2353,1997,1888,1505,1196,1232,1243,848,591,356,304,216,173,127,45,22,4705,4534,3965,3619,3017,2403,2509,2654,1928,1414,885,729,589,476,293,136,96
