year,ISO3,ADM0_FR,ADM0_PCODE,ADM1_FR,ADM1_PCODE,ADM2_FR,ADM2_PCODE,ADM3_FR,ADM3_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Byumba,RW4503,46683,44157,90840,4640,5369,6146,5495,4395,3749,3529,3823,2673,1870,1130,1043,1058,814,499,244,206,4942,5342,6506,5409,4154,3522,3495,3326,2358,1591,894,833,745,515,306,150,69,9582,10711,12652,10904,8549,7271,7024,7149,5031,3461,2024,1876,1803,1329,805,394,275
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Cyumba,RW4504,7685,7117,14802,888,928,1069,845,645,541,517,622,430,315,201,224,156,150,73,42,39,872,946,1024,899,648,524,507,509,361,234,148,139,108,94,63,29,12,1760,1874,2093,1744,1293,1065,1024,1131,791,549,349,363,264,244,136,71,51
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Giti,RW4505,7846,7395,15241,918,1071,1084,767,631,491,482,567,520,367,215,220,169,147,100,46,51,958,1054,1087,761,585,460,417,490,435,325,218,207,146,122,75,32,23,1876,2125,2171,1528,1216,951,899,1057,955,692,433,427,315,269,175,78,74
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Kageyo,RW4506,14062,12849,26911,1476,1741,2064,1942,1313,879,869,975,751,562,400,349,285,176,118,88,74,1480,1804,2099,1982,1175,761,652,740,564,448,338,299,229,156,65,30,27,2956,3545,4163,3924,2488,1640,1521,1715,1315,1010,738,648,514,332,183,118,101
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Kaniga,RW4507,6782,6405,13187,688,814,896,770,657,464,427,525,391,290,193,187,164,156,70,43,47,652,764,975,848,627,525,406,470,318,205,126,136,110,120,84,21,18,1340,1578,1871,1618,1284,989,833,995,709,495,319,323,274,276,154,64,65
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Manyagiro,RW4508,9609,9055,18664,1053,1123,1424,1080,715,713,562,778,549,433,289,254,221,190,104,61,60,1101,1239,1502,1137,732,647,510,569,474,336,220,200,151,112,65,37,23,2154,2362,2926,2217,1447,1360,1072,1347,1023,769,509,454,372,302,169,98,83
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Miyove,RW4509,8481,7393,15874,911,1019,1179,1049,758,580,578,605,469,339,273,234,194,117,72,56,48,891,971,1148,1012,649,474,474,462,363,224,184,190,148,105,58,20,20,1802,1990,2327,2061,1407,1054,1052,1067,832,563,457,424,342,222,130,76,68
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Mukarange,RW4510,7010,6581,13591,715,904,930,797,636,449,435,488,398,267,252,247,158,135,95,56,48,737,832,963,872,626,449,372,425,333,194,182,213,158,96,85,23,21,1452,1736,1893,1669,1262,898,807,913,731,461,434,460,316,231,180,79,69
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Muko,RW4511,9836,9035,18871,1128,1217,1350,984,851,718,625,710,561,411,306,279,249,212,139,54,42,1139,1309,1263,1036,752,684,579,623,417,340,236,218,160,121,96,39,23,2267,2526,2613,2020,1603,1402,1204,1333,978,751,542,497,409,333,235,93,65
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Mutete,RW4512,14065,12751,26816,1432,1730,1833,1517,1226,1042,1014,1102,871,623,433,348,323,262,168,93,48,1521,1696,1668,1492,1105,960,864,885,759,490,340,327,249,202,108,62,23,2953,3426,3501,3009,2331,2002,1878,1987,1630,1113,773,675,572,464,276,155,71
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Nyamiyaga,RW4513,10490,9565,20055,1184,1404,1411,1215,795,692,683,832,671,386,250,266,251,220,130,51,49,1259,1458,1321,1124,734,614,573,675,517,336,227,253,185,132,108,32,17,2443,2862,2732,2339,1529,1306,1256,1507,1188,722,477,519,436,352,238,83,66
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Nyankenke,RW4514,11097,11403,22500,1036,1262,1697,1289,890,829,743,850,631,521,373,287,233,178,156,62,60,1082,1309,1579,1295,1063,873,793,743,698,515,409,393,262,174,132,50,33,2118,2571,3276,2584,1953,1702,1536,1593,1329,1036,782,680,495,352,288,112,93
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Rubaya,RW4515,5288,4973,10261,560,717,748,569,406,355,344,395,226,219,183,162,147,128,58,35,36,600,699,685,635,461,400,317,328,185,149,124,105,108,90,57,16,14,1160,1416,1433,1204,867,755,661,723,411,368,307,267,255,218,115,51,50
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Rukomo,RW4516,14003,13278,27281,1416,1855,1917,1743,1190,970,892,1100,811,505,391,360,291,267,127,85,83,1515,1904,1997,1600,1135,911,749,860,680,463,383,355,303,223,125,47,28,2931,3759,3914,3343,2325,1881,1641,1960,1491,968,774,715,594,490,252,132,111
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Rushaki,RW4517,5915,5394,11309,669,725,869,667,498,427,356,379,337,228,173,167,143,138,67,38,34,593,708,795,681,518,398,352,315,277,183,142,119,107,97,56,31,22,1262,1433,1664,1348,1016,825,708,694,614,411,315,286,250,235,123,69,56
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Rutare,RW4518,12552,11625,24177,1308,1610,1673,1347,1040,868,894,894,796,545,361,366,312,233,138,97,70,1400,1592,1714,1363,1019,819,823,723,585,428,296,299,267,130,96,46,25,2708,3202,3387,2710,2059,1687,1717,1617,1381,973,657,665,579,363,234,143,95
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Ruvune,RW4519,10264,9701,19965,1171,1324,1308,1144,881,718,677,761,567,414,309,306,229,175,151,64,65,1189,1354,1252,1122,821,622,556,727,574,368,278,309,213,119,132,41,24,2360,2678,2560,2266,1702,1340,1233,1488,1141,782,587,615,442,294,283,105,89
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Rwamiko,RW4520,6958,6554,13512,755,933,975,694,531,420,494,529,448,279,214,188,167,141,101,48,41,751,923,968,711,558,389,418,433,395,268,165,193,146,113,75,29,19,1506,1856,1943,1405,1089,809,912,962,843,547,379,381,313,254,176,77,60
2023,RWA,Rwanda,RW,Northern Province,RW4,Gicumbi,RW45,Shangasha,RW4521,7692,7226,14918,792,1010,1109,876,626,580,470,495,403,303,278,246,156,152,98,54,44,787,1019,1072,881,665,558,424,442,360,218,191,208,163,111,68,36,23,1579,2029,2181,1757,1291,1138,894,937,763,521,469,454,319,263,166,90,67
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Busogo,RW4301,14990,13862,28852,1769,1865,2097,1924,1563,1077,1025,1036,701,518,353,328,240,225,135,66,68,1888,2007,2030,1811,1409,997,939,893,595,368,258,205,172,139,87,37,27,3657,3872,4127,3735,2972,2074,1964,1929,1296,886,611,533,412,364,222,103,95
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Cyuve,RW4302,45640,41528,87168,5391,5595,6047,5643,4530,3558,3333,2908,2166,1617,1156,1041,899,803,443,269,241,5448,5767,5655,5432,4240,3342,2998,2536,1838,1273,807,678,613,471,239,108,83,10839,11362,11702,11075,8770,6900,6331,5444,4004,2890,1963,1719,1512,1274,682,377,324
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Gacaca,RW4303,9148,8497,17645,1104,1178,1101,989,828,669,674,558,467,372,290,263,251,206,95,61,42,1128,1204,1089,965,800,580,580,531,389,337,221,219,195,136,63,36,24,2232,2382,2190,1954,1628,1249,1254,1089,856,709,511,482,446,342,158,97,66
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Gashaki,RW4304,3718,3496,7214,440,486,438,451,335,281,258,240,174,143,113,114,98,53,36,36,22,435,481,440,434,338,252,234,230,159,119,99,91,79,47,27,19,12,875,967,878,885,673,533,492,470,333,262,212,205,177,100,63,55,34
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Gataraga,RW4305,12021,11242,23263,1420,1534,1655,1441,1239,870,788,716,551,442,317,308,251,231,123,79,56,1436,1611,1638,1453,1227,824,703,718,452,299,230,189,179,134,81,42,26,2856,3145,3293,2894,2466,1694,1491,1434,1003,741,547,497,430,365,204,121,82
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Kimonyi,RW4306,9022,7966,16988,1065,1144,1092,1061,913,729,640,542,415,365,293,250,188,134,78,59,54,1089,1107,1078,1091,868,617,569,372,254,256,155,164,131,102,64,21,28,2154,2251,2170,2152,1781,1346,1209,914,669,621,448,414,319,236,142,80,82
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Kinigi,RW4307,15981,14606,30587,1728,2174,2057,1905,1720,1185,1141,1025,751,555,410,342,394,269,180,88,57,1728,2069,2128,1937,1699,1155,1069,945,559,358,211,178,181,169,139,55,26,3456,4243,4185,3842,3419,2340,2210,1970,1310,913,621,520,575,438,319,143,83
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Muhoza,RW4308,34836,34411,69247,3633,3887,4495,4711,3930,3153,2708,2723,1757,1256,672,555,487,368,242,145,114,3838,3996,4409,4155,4034,3293,2894,2723,1924,1166,611,496,362,245,142,76,47,7471,7883,8904,8866,7964,6446,5602,5446,3681,2422,1283,1051,849,613,384,221,161
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Muko,RW4309,9814,9024,18838,1040,1244,1102,1146,965,790,720,617,476,445,330,275,245,186,105,75,53,1105,1240,1144,1129,959,726,671,509,374,343,225,204,153,113,71,38,20,2145,2484,2246,2275,1924,1516,1391,1126,850,788,555,479,398,299,176,113,73
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Musanze,RW4310,19625,17452,37077,2160,2476,2455,2516,2151,1529,1322,1241,906,752,552,503,389,314,166,85,108,2217,2431,2414,2486,2120,1397,1156,920,612,478,347,337,205,151,91,51,39,4377,4907,4869,5002,4271,2926,2478,2161,1518,1230,899,840,594,465,257,136,147
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Nkotsi,RW4311,7285,6256,13541,782,933,826,790,773,536,489,513,403,329,228,221,167,152,69,48,26,833,882,806,730,661,500,414,345,293,261,149,126,85,83,49,25,14,1615,1815,1632,1520,1434,1036,903,858,696,590,377,347,252,235,118,73,40
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Nyange,RW4312,15853,14129,29982,1642,1957,2203,2051,1579,1127,1108,1003,693,651,427,437,354,320,150,79,72,1649,1918,2267,1944,1527,1095,916,790,528,375,287,277,222,157,113,33,31,3291,3875,4470,3995,3106,2222,2024,1793,1221,1026,714,714,576,477,263,112,103
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Remera,RW4313,8356,7985,16341,835,1000,943,1019,755,644,577,590,424,363,290,274,225,183,99,80,55,850,1016,1011,1026,783,568,549,558,372,347,246,203,173,128,80,42,33,1685,2016,1954,2045,1538,1212,1126,1148,796,710,536,477,398,311,179,122,88
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Rwaza,RW4314,10254,9608,19862,1112,1234,1144,1105,954,799,778,749,499,455,368,325,280,192,131,83,46,1115,1303,1230,1128,942,686,664,727,450,348,277,242,227,128,77,42,22,2227,2537,2374,2233,1896,1485,1442,1476,949,803,645,567,507,320,208,125,68
2023,RWA,Rwanda,RW,Northern Province,RW4,Musanze,RW43,Shingiro,RW4315,11816,10619,22435,1460,1538,1497,1442,1193,914,793,598,582,464,336,318,247,196,110,67,61,1450,1670,1474,1472,1167,869,648,433,358,277,192,187,184,104,67,39,28,2910,3208,2971,2914,2360,1783,1441,1031,940,741,528,505,431,300,177,106,89
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Base,RW4101,9971,8656,18627,958,1201,1337,1197,903,715,759,697,534,443,326,305,249,152,90,53,52,1021,1192,1284,1077,750,683,554,483,369,310,221,264,198,114,81,31,24,1979,2393,2621,2274,1653,1398,1313,1180,903,753,547,569,447,266,171,84,76
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Burega,RW4102,5943,5392,11335,563,753,724,627,488,470,461,424,348,292,182,197,154,100,78,48,34,574,754,737,593,515,441,373,340,254,181,154,173,131,80,42,32,18,1137,1507,1461,1220,1003,911,834,764,602,473,336,370,285,180,120,80,52
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Bushoki,RW4103,10369,9297,19666,976,1175,1386,1158,869,782,793,826,637,424,334,306,239,195,116,83,70,922,1196,1354,1130,860,684,655,623,523,345,258,247,195,147,87,43,28,1898,2371,2740,2288,1729,1466,1448,1449,1160,769,592,553,434,342,203,126,98
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Buyoga,RW4104,11506,10399,21905,1148,1385,1540,1253,926,798,817,921,767,553,351,296,249,211,142,88,61,1144,1465,1531,1249,831,701,618,748,530,415,302,286,223,150,126,49,31,2292,2850,3071,2502,1757,1499,1435,1669,1297,968,653,582,472,361,268,137,92
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Cyinzuzi,RW4105,7262,6530,13792,825,837,798,734,654,571,544,540,417,320,234,245,193,154,99,52,45,845,871,854,780,552,486,446,438,307,239,173,179,144,93,62,43,18,1670,1708,1652,1514,1206,1057,990,978,724,559,407,424,337,247,161,95,63
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Cyungo,RW4106,6818,6152,12970,723,817,900,844,606,464,471,463,357,264,209,215,179,135,75,57,39,698,797,951,783,576,412,409,348,286,209,164,169,161,95,56,25,13,1421,1614,1851,1627,1182,876,880,811,643,473,373,384,340,230,131,82,52
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Kinihira,RW4107,7734,7034,14768,755,932,1053,906,655,542,530,665,497,325,210,181,178,115,97,53,40,725,918,1073,937,574,439,474,519,360,278,182,182,138,130,53,33,19,1480,1850,2126,1843,1229,981,1004,1184,857,603,392,363,316,245,150,86,59
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Kisaro,RW4108,10217,9277,19494,962,1201,1446,1218,891,774,648,749,583,430,331,311,232,217,123,58,43,1019,1251,1463,1181,772,670,594,554,440,324,252,241,222,151,87,27,29,1981,2452,2909,2399,1663,1444,1242,1303,1023,754,583,552,454,368,210,85,72
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Masoro,RW4109,12136,11480,23616,1536,1419,1247,1177,1077,941,976,918,694,519,395,393,343,244,128,65,64,1496,1431,1302,1339,1106,934,1008,815,482,384,266,352,251,188,81,23,22,3032,2850,2549,2516,2183,1875,1984,1733,1176,903,661,745,594,432,209,88,86
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Mbogo,RW4110,8402,7922,16324,871,966,1065,939,635,643,656,664,538,368,255,240,190,146,103,75,48,881,993,1123,967,614,463,511,543,443,357,254,271,221,122,93,44,22,1752,1959,2188,1906,1249,1106,1167,1207,981,725,509,511,411,268,196,119,70
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Murambi,RW4111,10681,9689,20370,1351,1215,1148,1110,883,812,870,811,629,484,330,340,278,197,113,58,52,1356,1184,1143,1151,891,782,761,685,448,356,277,225,162,149,78,26,15,2707,2399,2291,2261,1774,1594,1631,1496,1077,840,607,565,440,346,191,84,67
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Ngoma,RW4112,5778,5139,10917,688,698,601,551,525,403,473,463,358,284,178,173,154,103,68,37,21,714,664,604,586,417,383,389,354,248,197,148,153,93,92,61,23,13,1402,1362,1205,1137,942,786,862,817,606,481,326,326,247,195,129,60,34
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Ntarabana,RW4113,12674,12000,24674,1601,1560,1334,1105,1086,1036,943,986,690,635,418,430,330,239,133,85,63,1639,1569,1528,1315,1095,1059,936,747,522,365,331,303,276,166,83,42,24,3240,3129,2862,2420,2181,2095,1879,1733,1212,1000,749,733,606,405,216,127,87
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Rukozo,RW4114,7492,7009,14501,720,887,953,923,667,528,487,596,452,356,218,205,182,131,68,67,52,763,916,1027,994,609,481,408,463,355,259,193,196,128,111,66,18,22,1483,1803,1980,1917,1276,1009,895,1059,807,615,411,401,310,242,134,85,74
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Rusiga,RW4115,5819,5255,11074,649,659,654,618,504,462,484,442,369,261,185,165,118,113,62,40,34,666,709,673,596,483,397,387,332,257,226,142,132,108,68,40,22,17,1315,1368,1327,1214,987,859,871,774,626,487,327,297,226,181,102,62,51
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Shyrongi,RW4116,14383,13217,27600,1749,1707,1448,1421,1240,1167,1235,1232,879,620,435,392,304,258,150,77,69,1679,1632,1479,1538,1219,1031,1157,1013,792,464,348,292,229,191,77,47,29,3428,3339,2927,2959,2459,2198,2392,2245,1671,1084,783,684,533,449,227,124,98
2023,RWA,Rwanda,RW,Northern Province,RW4,Rulindo,RW41,Tumba,RW4117,9727,8997,18724,830,1111,1284,1168,808,726,721,718,619,488,313,272,222,168,127,93,59,917,1162,1341,1113,809,604,587,601,470,361,278,238,198,118,121,53,26,1747,2273,2625,2281,1617,1330,1308,1319,1089,849,591,510,420,286,248,146,85
2023,RWA,Rwanda,RW,Southern Province,RW2,Gisagara,RW22,Gikonko,RW2201,15217,13707,28924,2034,1921,1734,1271,1313,1102,1147,1095,909,820,506,508,407,225,128,55,42,2052,2046,1745,1508,1232,1030,1107,821,598,518,335,272,196,122,78,33,14,4086,3967,3479,2779,2545,2132,2254,1916,1507,1338,841,780,603,347,206,88,56
2023,RWA,Rwanda,RW,Southern Province,RW2,Gisagara,RW22,Gishubi,RW2202,17578,16005,33583,2677,2349,1893,1588,1340,1314,1440,1266,951,803,581,477,418,263,130,56,32,2896,2547,2011,1502,1226,1123,1130,1005,780,574,378,308,246,156,81,23,19,5573,4896,3904,3090,2566,2437,2570,2271,1731,1377,959,785,664,419,211,79,51
2023,RWA,Rwanda,RW,Southern Province,RW2,Gisagara,RW22,Kansi,RW2203,8928,7587,16515,1054,1035,935,942,617,627,600,666,609,468,307,356,308,188,122,61,33,1130,1065,1051,977,524,493,494,477,365,248,218,190,183,87,49,23,13,2184,2100,1986,1919,1141,1120,1094,1143,974,716,525,546,491,275,171,84,46
2023,RWA,Rwanda,RW,Southern Province,RW2,Gisagara,RW22,Kibirizi,RW2204,14810,12491,27301,1693,1663,1667,1640,1146,995,966,1059,973,823,601,565,449,272,165,82,51,1698,1618,1716,1619,1067,889,892,732,579,466,336,304,272,170,85,29,19,3391,3281,3383,3259,2213,1884,1858,1791,1552,1289,937,869,721,442,250,111,70
2023,RWA,Rwanda,RW,Southern Province,RW2,Gisagara,RW22,Kigembe,RW2205,10040,8893,18933,1161,1273,1208,998,682,673,756,704,544,515,400,408,327,177,115,60,39,1226,1227,1210,1128,623,560,585,553,479,304,269,251,254,111,68,27,18,2387,2500,2418,2126,1305,1233,1341,1257,1023,819,669,659,581,288,183,87,57
2023,RWA,Rwanda,RW,Southern Province,RW2,Gisagara,RW22,Mamba,RW2206,23977,21749,45726,3309,3442,2803,2178,1698,1664,1966,1683,1506,1095,699,620,536,370,234,105,69,3276,3384,2747,2285,1637,1447,1675,1481,1226,902,516,408,320,209,128,71,37,6585,6826,5550,4463,3335,3111,3641,3164,2732,1997,1215,1028,856,579,362,176,106
2023,RWA,Rwanda,RW,Southern Province,RW2,Gisagara,RW22,Muganza,RW2207,20260,17953,38213,2850,2753,2242,2105,1502,1436,1494,1376,1103,942,645,655,520,317,156,90,74,3001,2711,2361,2034,1431,1274,1267,1108,659,657,439,359,349,142,94,34,33,5851,5464,4603,4139,2933,2710,2761,2484,1762,1599,1084,1014,869,459,250,124,107
2023,RWA,Rwanda,RW,Southern Province,RW2,Gisagara,RW22,Mugombwa,RW2208,13429,11790,25219,1712,1575,1425,1483,1034,975,950,931,774,757,487,455,402,239,97,91,42,1737,1648,1517,1554,928,808,803,672,580,461,315,301,214,119,74,38,21,3449,3223,2942,3037,1962,1783,1753,1603,1354,1218,802,756,616,358,171,129,63
2023,RWA,Rwanda,RW,Southern Province,RW2,Gisagara,RW22,Mukindo,RW2209,15057,13579,28636,1979,1864,1766,1598,1152,1048,1094,994,844,789,554,446,413,247,130,87,52,2016,1948,1711,1610,1080,999,988,788,645,540,379,331,274,133,78,31,28,3995,3812,3477,3208,2232,2047,2082,1782,1489,1329,933,777,687,380,208,118,80
2023,RWA,Rwanda,RW,Southern Province,RW2,Gisagara,RW22,Musha,RW2210,15780,14209,29989,2119,2003,1659,1447,1246,1102,1198,1135,963,882,550,506,440,248,165,71,46,2204,1984,1718,1492,1192,1008,1145,900,698,592,399,358,256,125,93,24,21,4323,3987,3377,2939,2438,2110,2343,2035,1661,1474,949,864,696,373,258,95,67
2023,RWA,Rwanda,RW,Southern Province,RW2,Gisagara,RW22,Ndora,RW2211,14752,13088,27840,1931,1757,1556,1493,1155,1049,1083,996,873,738,573,548,449,254,146,97,54,2032,1694,1591,1597,1218,990,962,752,611,488,316,305,276,127,80,28,21,3963,3451,3147,3090,2373,2039,2045,1748,1484,1226,889,853,725,381,226,125,75
2023,RWA,Rwanda,RW,Southern Province,RW2,Gisagara,RW22,Nyanza,RW2212,8860,8218,17078,995,1213,1070,936,557,608,655,602,506,421,349,314,285,170,97,46,36,1097,1193,1096,927,641,553,567,610,383,320,222,215,206,90,59,23,16,2092,2406,2166,1863,1198,1161,1222,1212,889,741,571,529,491,260,156,69,52
2023,RWA,Rwanda,RW,Southern Province,RW2,Gisagara,RW22,Save,RW2213,15205,13569,28774,1659,1579,1697,1559,1190,1077,1033,1061,954,857,594,671,595,324,193,97,65,1778,1667,1819,1672,1119,953,982,846,657,516,366,430,375,209,109,48,23,3437,3246,3516,3231,2309,2030,2015,1907,1611,1373,960,1101,970,533,302,145,88
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Gishamvu,RW2401,7409,6491,13900,866,853,888,788,579,467,510,523,435,398,291,278,194,151,90,59,39,842,888,942,855,635,435,482,351,269,208,157,133,151,68,40,20,15,1708,1741,1830,1643,1214,902,992,874,704,606,448,411,345,219,130,79,54
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Huye,RW2402,13726,12198,25924,1612,1463,1429,1439,1276,1041,1034,958,799,621,468,544,491,262,132,91,66,1581,1509,1479,1573,1249,956,1068,809,489,355,266,286,281,169,74,31,23,3193,2972,2908,3012,2525,1997,2102,1767,1288,976,734,830,772,431,206,122,89
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Karama,RW2403,9750,8345,18095,1196,1208,1111,968,802,633,617,657,542,522,338,335,343,223,124,80,51,1131,1214,1157,1088,772,567,568,499,280,268,186,205,183,97,76,34,20,2327,2422,2268,2056,1574,1200,1185,1156,822,790,524,540,526,320,200,114,71
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Kigoma,RW2404,13937,12556,26493,1539,1676,1691,1467,1034,905,1015,955,1002,761,446,453,395,244,185,84,85,1562,1680,1707,1454,1007,830,825,839,735,555,316,356,273,202,142,39,34,3101,3356,3398,2921,2041,1735,1840,1794,1737,1316,762,809,668,446,327,123,119
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Kinazi,RW2405,19042,17052,36094,2422,2413,2101,1873,1530,1427,1460,1248,1029,993,690,638,487,317,210,115,89,2596,2568,2249,1897,1571,1418,1431,1022,668,511,332,295,217,130,77,43,27,5018,4981,4350,3770,3101,2845,2891,2270,1697,1504,1022,933,704,447,287,158,116
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Maraba,RW2406,14164,13104,27268,1508,1737,1760,1428,1045,969,979,1051,919,702,462,532,439,274,187,91,81,1684,1751,1788,1582,1069,866,920,842,658,481,357,362,325,212,114,53,40,3192,3488,3548,3010,2114,1835,1899,1893,1577,1183,819,894,764,486,301,144,121
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Mbazi,RW2407,18220,16263,34483,2088,1858,1975,1889,1578,1369,1392,1332,1101,890,633,708,684,361,189,116,57,2125,1979,2064,1970,1439,1283,1382,1196,732,565,379,422,384,185,88,51,19,4213,3837,4039,3859,3017,2652,2774,2528,1833,1455,1012,1130,1068,546,277,167,76
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Mukura,RW2408,12611,11012,23623,1558,1391,1443,1352,1031,873,910,914,772,652,438,397,384,238,125,76,57,1585,1484,1451,1338,948,843,798,771,479,336,242,247,207,152,68,43,20,3143,2875,2894,2690,1979,1716,1708,1685,1251,988,680,644,591,390,193,119,77
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Ngoma,RW2409,8838,14832,23670,764,742,846,1078,995,848,710,715,524,427,280,287,267,171,90,54,40,794,700,863,1179,1355,1201,1151,1305,1449,1303,944,935,808,416,285,99,45,1558,1442,1709,2257,2350,2049,1861,2020,1973,1730,1224,1222,1075,587,375,153,85
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Ruhashya,RW2410,12582,11348,23930,1518,1361,1275,1204,927,865,1053,914,786,682,456,518,460,291,159,65,48,1420,1469,1346,1398,958,762,982,770,610,449,320,322,280,139,76,32,15,2938,2830,2621,2602,1885,1627,2035,1684,1396,1131,776,840,740,430,235,97,63
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Rusatira,RW2411,15574,13973,29547,1851,1779,1686,1484,1216,1208,1251,1098,943,857,575,519,482,315,163,87,60,1942,1866,1789,1587,1252,1043,1115,864,695,530,373,335,269,164,85,42,22,3793,3645,3475,3071,2468,2251,2366,1962,1638,1387,948,854,751,479,248,129,82
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Rwaniro,RW2412,14188,13079,27267,1774,1649,1521,1297,1093,1049,985,1042,1019,763,478,471,399,342,172,79,55,1804,1734,1554,1485,996,914,854,882,750,624,384,409,346,163,106,49,25,3578,3383,3075,2782,2089,1963,1839,1924,1769,1387,862,880,745,505,278,128,80
2023,RWA,Rwanda,RW,Southern Province,RW2,Huye,RW24,Simbi,RW2413,11604,10413,22017,1240,1362,1319,1161,808,826,813,812,759,667,444,464,404,226,177,80,42,1363,1374,1273,1242,783,710,739,682,615,474,322,316,273,131,64,36,16,2603,2736,2592,2403,1591,1536,1552,1494,1374,1141,766,780,677,357,241,116,58
