year,ISO3,ADM0_FR,ADM0_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2023,RWA,Rwanda,RW,190099,172694,362793,22013,23943,23527,20887,16157,13897,13558,14029,10387,7443,6632,5311,4340,3681,2161,1116,1017,22831,24473,23932,21611,15219,12404,11531,11051,7787,5318,4599,3872,3170,2346,1436,575,539,44844,48416,47459,42498,31376,26301,25089,25080,18174,12761,11231,9183,7510,6027,3597,1691,1556
